日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-05,'600251,冠农股份,7.28,7.4,7.22,7.36,7.3,-0.02,-0.274,0.634,4975624,36248361.0,5713649818.24,5713649818.24
2018-03-02,'600251,冠农股份,7.3,7.35,7.12,7.15,7.2,0.1,1.3889,0.9888,7760725,56328602.0,5729346658.4,5729346658.4
2018-03-01,'600251,冠农股份,7.2,7.24,7.12,7.14,7.22,-0.02,-0.277,0.5445,4273248,30751361.0,5650862457.6,5650862457.6
2018-02-28,'600251,冠农股份,7.22,7.3,7.13,7.16,7.22,0.0,0.0,0.5389,4229336,30425896.0,5666559297.76,5666559297.76
2018-02-27,'600251,冠农股份,7.22,7.24,7.15,7.2,7.24,-0.02,-0.2762,0.7369,5783654,41557649.0,5666559297.76,5666559297.76
2018-02-26,'600251,冠农股份,7.24,7.27,7.11,7.22,7.22,0.02,0.277,0.9273,7277658,52431665.0,5682256137.92,5682256137.92
2018-02-23,'600251,冠农股份,7.22,7.27,7.05,7.05,7.05,0.17,2.4113,1.0254,8047413,57670627.0,5666559297.76,5666559297.76
2018-02-22,'600251,冠农股份,7.05,7.07,6.92,6.97,6.92,0.13,1.8786,0.6946,5451840,38205711.0,5533136156.4,5533136156.4
2018-02-14,'600251,冠农股份,6.92,6.93,6.75,6.87,6.87,0.05,0.7278,0.3502,2748506,18805431.0,5431106695.36,5431106695.36
2018-02-13,'600251,冠农股份,6.87,6.98,6.86,6.94,6.89,-0.02,-0.2903,0.4658,3656052,25306906.0,5391864594.96,5391864594.96
2018-02-12,'600251,冠农股份,6.89,6.95,6.77,6.85,6.76,0.13,1.9231,0.4884,3833008,26468152.0,5407561435.12,5407561435.12
2018-02-09,'600251,冠农股份,6.76,6.94,6.65,6.8,6.99,-0.23,-3.2904,0.9873,7748742,52675027.0,5305531974.08,5305531974.08
2018-02-08,'600251,冠农股份,6.99,7.03,6.85,6.92,6.92,0.07,1.0116,0.496,3892800,27201915.0,5486045635.92,5486045635.92
2018-02-07,'600251,冠农股份,6.92,7.09,6.73,7.09,6.8,0.12,1.7647,0.9764,7663250,53200097.0,5431106695.36,5431106695.36
2018-02-06,'600251,冠农股份,6.8,7.31,6.66,7.17,7.4,-0.6,-8.1081,1.7654,13855989,96567495.0,5336925654.4,5336925654.4
2018-02-05,'600251,冠农股份,7.4,7.53,7.22,7.22,7.3,0.1,1.3699,0.8777,6888798,51098576.0,5807830859.2,5807830859.2
2018-02-02,'600251,冠农股份,7.3,7.35,7.01,7.23,7.3,0.0,0.0,0.9504,7459226,53918881.0,5729346658.4,5729346658.4
2018-02-01,'600251,冠农股份,7.3,7.84,7.25,7.71,7.75,-0.45,-5.8065,1.7381,13641640,101730523.0,5729346658.4,5729346658.4
2018-01-31,'600251,冠农股份,7.75,8.08,7.66,8.05,8.14,-0.39,-4.7912,1.7794,13965343,109954267.0,6082525562.0,6082525562.0
2018-01-30,'600251,冠农股份,8.14,8.36,8.12,8.31,8.35,-0.21,-2.515,1.368,10736436,88500630.0,6388613945.12,6388613945.12
2018-01-29,'600251,冠农股份,8.35,8.49,8.24,8.34,8.38,-0.03,-0.358,2.1085,16548450,138078900.0,6553430766.8,6553430766.8
2018-01-26,'600251,冠农股份,8.38,8.43,8.09,8.12,8.11,0.27,3.3292,3.0391,23852401,198165705.0,6576976027.04,6576976027.04
2018-01-25,'600251,冠农股份,8.11,8.17,8.06,8.06,8.11,0.0,0.0,1.1,8632914,70160300.0,6365068684.88,6365068684.88
2018-01-24,'600251,冠农股份,8.11,8.12,8.0,8.11,8.12,-0.01,-0.1232,1.0716,8410260,67782675.0,6365068684.88,6365068684.88
2018-01-23,'600251,冠农股份,8.12,8.13,7.95,7.95,7.95,0.17,2.1384,1.1594,9099707,73430831.0,6372917104.96,6372917104.96
2018-01-22,'600251,冠农股份,7.95,8.03,7.8,7.93,7.96,-0.01,-0.1256,0.8652,6790279,53706361.0,6239493963.6,6239493963.6
2018-01-19,'600251,冠农股份,7.96,8.12,7.92,8.07,8.15,-0.19,-2.3313,1.0296,8080360,64760038.0,6247342383.68,6247342383.68
2018-01-18,'600251,冠农股份,8.15,8.18,7.95,8.05,8.08,0.07,0.8663,1.2205,9578800,77437586.0,6396462365.2,6396462365.2
2018-01-17,'600251,冠农股份,8.08,8.21,7.8,7.91,7.97,0.11,1.3802,1.5222,11947116,96302709.0,6341523424.64,6341523424.64
2018-01-16,'600251,冠农股份,7.97,7.98,7.75,7.77,7.81,0.16,2.0487,1.128,8852792,69741742.0,6255190803.76,6255190803.76
2018-01-15,'600251,冠农股份,7.81,8.13,7.76,8.08,8.13,-0.32,-3.936,1.5945,12514403,98912096.0,6129616082.48,6129616082.48
2018-01-12,'600251,冠农股份,8.13,8.3,8.06,8.3,8.33,-0.2,-2.401,1.6033,12583689,102695001.0,6380765525.04,6380765525.04
2018-01-11,'600251,冠农股份,8.33,8.43,8.12,8.19,8.22,0.11,1.3382,2.6434,20746183,172409639.0,6537733926.64,6537733926.64
2018-01-10,'600251,冠农股份,8.22,8.25,8.02,8.05,8.02,0.2,2.4938,2.2938,18002398,146662785.0,6451401305.76,6451401305.76
2018-01-09,'600251,冠农股份,8.02,8.13,8.0,8.13,8.14,-0.12,-1.4742,1.1628,9126297,73467345.0,6294432904.16,6294432904.16
2018-01-08,'600251,冠农股份,8.14,8.21,7.95,8.01,8.1,0.04,0.4938,2.4333,19097561,154395882.0,6388613945.12,6388613945.12
2018-01-05,'600251,冠农股份,8.1,8.49,7.77,7.78,7.76,0.34,4.3814,3.5709,28025900,227530387.0,6357220264.8,6357220264.8
2018-01-04,'600251,冠农股份,7.76,7.83,7.75,7.82,7.84,-0.08,-1.0204,0.7892,6194183,48184050.0,6090373982.08,6090373982.08
2018-01-03,'600251,冠农股份,7.84,7.86,7.77,7.83,7.86,-0.02,-0.2545,0.9867,7744255,60535216.0,6153161342.72,6153161342.72
2018-01-02,'600251,冠农股份,7.86,7.88,7.75,7.82,7.79,0.07,0.8986,0.8959,7031630,55091367.0,6168858182.88,6168858182.88
